company,period,metric,value,unit,source_url
LPLA,2025-Q2,ica_sweep_revenue,293420,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2025-Q3,avg_total_client_cash_balance,51.8,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000162828025047543/a2025q3earningsrelease.htm
LPLA,2025-Q3,client_cash_net_yield,339,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000162828025047543/a2025q3earningsrelease.htm
LPLA,2025-Q3,client_cash_revenue,441576,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000162828025047543/a2025q3earningsrelease.htm
LPLA,2025-Q4,avg_total_client_cash_balance,55.5,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000162828026004112/a2025q4earningsrelease.htm
LPLA,2025-Q4,client_cash_net_yield,325,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000162828026004112/a2025q4earningsrelease.htm
LPLA,2025-Q4,client_cash_revenue,455650,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000162828026004112/a2025q4earningsrelease.htm
LPLA,2026-Q1,avg_ica_sweep_balance,38.8,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q1,avg_total_client_cash_balance,57.4,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000162828026028890/a2026q1earningsrelease.htm
LPLA,2026-Q1,client_cash_net_yield,324,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000162828026028890/a2026q1earningsrelease.htm
LPLA,2026-Q1,client_cash_revenue,459653,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000162828026028890/a2026q1earningsrelease.htm
LPLA,2026-Q1,ica_sweep_net_yield,336,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q1,ica_sweep_revenue,321639,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q2,avg_ica_sweep_balance,37.7,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q2,avg_total_client_cash_balance,55.7,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q2,client_cash_net_yield,329,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q2,client_cash_revenue,456945,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q2,ica_sweep_net_yield,336,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2026-Q2,ica_sweep_revenue,315814,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
MSCI,2023-Q3,asset_based_fee_effective_rate_annualized,4.099,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2023-Q3,asset_based_fee_revenue,141.066,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2023-Q3,avg_aum_etfs_linked_msci_equity,1376.5,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2023-Q3,disclosed_period_end_basis_point_fee_etf,2.51,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2023-Q4,asset_based_fee_effective_rate_annualized,4.254,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2023-Q4,asset_based_fee_revenue,145.148,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2023-Q4,avg_aum_etfs_linked_msci_equity,1364.9,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2023-Q4,disclosed_period_end_basis_point_fee_etf,2.5,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2024-Q1,asset_based_fee_effective_rate_annualized,3.984,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2024-Q1,asset_based_fee_revenue,150.259,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2024-Q1,avg_aum_etfs_linked_msci_equity,1508.8,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2024-Q1,disclosed_period_end_basis_point_fee_etf,2.48,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2024-Q2,asset_based_fee_effective_rate_annualized,4.106,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2024-Q2,asset_based_fee_revenue,163.281,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2024-Q2,avg_aum_etfs_linked_msci_equity,1590.6,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2024-Q2,disclosed_period_end_basis_point_fee_etf,2.47,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2024-Q3,asset_based_fee_effective_rate_annualized,4.022,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2024-Q3,asset_based_fee_revenue,168.622,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2024-Q3,avg_aum_etfs_linked_msci_equity,1677.0,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2024-Q3,disclosed_period_end_basis_point_fee_etf,2.44,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000165/earningsrelease-20240930xf.htm
MSCI,2024-Q4,asset_based_fee_effective_rate_annualized,3.995,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2024-Q4,asset_based_fee_revenue,175.339,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2024-Q4,avg_aum_etfs_linked_msci_equity,1755.4,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2024-Q4,disclosed_period_end_basis_point_fee_etf,2.44,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000014/earningsrelease-20241231xf.htm
MSCI,2025-Q1,asset_based_fee_effective_rate_annualized,3.956,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2025-Q1,asset_based_fee_revenue,177.415,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2025-Q1,avg_aum_etfs_linked_msci_equity,1793.7,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2025-Q1,disclosed_period_end_basis_point_fee_etf,2.43,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000109/earningsrelease-20250331xf.htm
MSCI,2025-Q2,asset_based_fee_effective_rate_annualized,3.94,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2025-Q2,asset_based_fee_revenue,184.072,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2025-Q2,avg_aum_etfs_linked_msci_equity,1868.7,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2025-Q2,disclosed_period_end_basis_point_fee_etf,2.43,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000175/exhibit991earningsrelease-.htm
MSCI,2025-Q3,asset_based_fee_effective_rate_annualized,3.747,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000194/exhibit991earningsrelease-.htm
MSCI,2025-Q3,asset_based_fee_revenue,197.515,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000194/exhibit991earningsrelease-.htm
MSCI,2025-Q3,avg_aum_etfs_linked_msci_equity,2108.4,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000194/exhibit991earningsrelease-.htm
MSCI,2025-Q3,disclosed_period_end_basis_point_fee_etf,2.41,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000194/exhibit991earningsrelease-.htm
MSCI,2025-Q4,asset_based_fee_effective_rate_annualized,3.722,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000005/exhibit991earningsrelease-.htm
MSCI,2025-Q4,asset_based_fee_revenue,211.668,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000005/exhibit991earningsrelease-.htm
MSCI,2025-Q4,avg_aum_etfs_linked_msci_equity,2274.5,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000005/exhibit991earningsrelease-.htm
MSCI,2025-Q4,disclosed_period_end_basis_point_fee_etf,2.41,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000005/exhibit991earningsrelease-.htm
MSCI,2026-Q1,asset_based_fee_effective_rate_annualized,3.634,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000032/earningsrelease-20260331xe.htm
MSCI,2026-Q1,asset_based_fee_revenue,224.5,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000032/earningsrelease-20260331xe.htm
MSCI,2026-Q1,avg_aum_etfs_linked_msci_equity,2471.0,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000032/earningsrelease-20260331xe.htm
MSCI,2026-Q1,disclosed_period_end_basis_point_fee_etf,2.35,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000032/earningsrelease-20260331xe.htm
MSCI,2026-Q2,asset_based_fee_effective_rate_annualized,3.446,bp_of_etf_aum,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000044/exhibit991earningsrelease-.htm
MSCI,2026-Q2,asset_based_fee_revenue,233.1,USD_mn,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000044/exhibit991earningsrelease-.htm
MSCI,2026-Q2,avg_aum_etfs_linked_msci_equity,2706.0,USD_bn,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000044/exhibit991earningsrelease-.htm
MSCI,2026-Q2,disclosed_period_end_basis_point_fee_etf,2.28,bp,https://www.sec.gov/Archives/edgar/data/1408198/000140819826000044/exhibit991earningsrelease-.htm
SCHW,2023-Q3,avg_bank_deposits,290853,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670923000047/a3q23exhibit991_093023.htm
SCHW,2023-Q3,avg_interest_earning_assets,453764,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670923000047/a3q23exhibit991_093023.htm
SCHW,2023-Q3,bank_deposits_rate_paid,1.24,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670923000047/a3q23exhibit991_093023.htm
SCHW,2023-Q3,net_interest_margin,1.94,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670923000047/a3q23exhibit991_093023.htm
SCHW,2023-Q3,net_interest_revenue,2237,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670923000047/a3q23exhibit991_093023.htm
SCHW,2023-Q4,avg_bank_deposits,280380,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000011/a4q23exhibit991.htm
SCHW,2023-Q4,avg_interest_earning_assets,441339,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000011/a4q23exhibit991.htm
SCHW,2023-Q4,bank_deposits_rate_paid,1.37,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000011/a4q23exhibit991.htm
SCHW,2023-Q4,net_interest_margin,1.89,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000011/a4q23exhibit991.htm
SCHW,2023-Q4,net_interest_revenue,2130,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000011/a4q23exhibit991.htm
SCHW,2024-Q1,avg_bank_deposits,274368,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000041/a1q24exhibit991.htm
SCHW,2024-Q1,avg_interest_earning_assets,436698,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000041/a1q24exhibit991.htm
SCHW,2024-Q1,bank_deposits_rate_paid,1.35,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000041/a1q24exhibit991.htm
SCHW,2024-Q1,net_interest_margin,2.02,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000041/a1q24exhibit991.htm
SCHW,2024-Q1,net_interest_revenue,2233,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000041/a1q24exhibit991.htm
SCHW,2024-Q2,avg_bank_deposits,258119,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000056/a2q24exhibit991.htm
SCHW,2024-Q2,avg_interest_earning_assets,418968,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000056/a2q24exhibit991.htm
SCHW,2024-Q2,bank_deposits_rate_paid,1.31,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000056/a2q24exhibit991.htm
SCHW,2024-Q2,net_interest_margin,2.03,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000056/a2q24exhibit991.htm
SCHW,2024-Q2,net_interest_revenue,2158,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000056/a2q24exhibit991.htm
SCHW,2024-Q3,avg_bank_deposits,248405,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000066/a3q24exhibit991.htm
SCHW,2024-Q3,avg_interest_earning_assets,419247,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000066/a3q24exhibit991.htm
SCHW,2024-Q3,bank_deposits_rate_paid,1.35,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000066/a3q24exhibit991.htm
SCHW,2024-Q3,net_interest_margin,2.08,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670924000066/a3q24exhibit991.htm
SCHW,2024-Q3,net_interest_revenue,2222,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670924000066/a3q24exhibit991.htm
SCHW,2024-Q4,avg_bank_deposits,244176,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000005/a4q24exhibit991.htm
SCHW,2024-Q4,avg_interest_earning_assets,426438,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000005/a4q24exhibit991.htm
SCHW,2024-Q4,bank_deposits_rate_paid,0.9,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000005/a4q24exhibit991.htm
SCHW,2024-Q4,net_interest_margin,2.33,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000005/a4q24exhibit991.htm
SCHW,2024-Q4,net_interest_revenue,2531,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000005/a4q24exhibit991.htm
SCHW,2025-Q1,avg_bank_deposits,245719,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000019/a1q25exhibit991.htm
SCHW,2025-Q1,avg_interest_earning_assets,427265,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000019/a1q25exhibit991.htm
SCHW,2025-Q1,bank_deposits_rate_paid,0.72,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000019/a1q25exhibit991.htm
SCHW,2025-Q1,net_interest_margin,2.53,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000019/a1q25exhibit991.htm
SCHW,2025-Q1,net_interest_revenue,2706,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000019/a1q25exhibit991.htm
SCHW,2025-Q2,avg_bank_deposits,237645,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000033/a2q25exhibit991.htm
SCHW,2025-Q2,avg_interest_earning_assets,422729,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000033/a2q25exhibit991.htm
SCHW,2025-Q2,bank_deposits_rate_paid,0.55,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000033/a2q25exhibit991.htm
SCHW,2025-Q2,net_interest_margin,2.65,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000033/a2q25exhibit991.htm
SCHW,2025-Q2,net_interest_revenue,2822,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000033/a2q25exhibit991.htm
SCHW,2025-Q3,avg_bank_deposits,229281,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000046/a3q25exhibit991.htm
SCHW,2025-Q3,avg_interest_earning_assets,419780,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000046/a3q25exhibit991.htm
SCHW,2025-Q3,bank_deposits_rate_paid,0.43,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000046/a3q25exhibit991.htm
SCHW,2025-Q3,net_interest_margin,2.86,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670925000046/a3q25exhibit991.htm
SCHW,2025-Q3,net_interest_revenue,3050,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670925000046/a3q25exhibit991.htm
SCHW,2025-Q4,avg_bank_deposits,239867,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000004/a4q25exhibit991.htm
SCHW,2025-Q4,avg_interest_earning_assets,431141,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000004/a4q25exhibit991.htm
SCHW,2025-Q4,bank_deposits_rate_paid,0.29,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670926000004/a4q25exhibit991.htm
SCHW,2025-Q4,net_interest_margin,2.9,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670926000004/a4q25exhibit991.htm
SCHW,2025-Q4,net_interest_revenue,3172,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000004/a4q25exhibit991.htm
SCHW,2026-Q1,avg_bank_deposits,242679,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000016/a1q26exhibit991.htm
SCHW,2026-Q1,avg_interest_earning_assets,437675,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000016/a1q26exhibit991.htm
SCHW,2026-Q1,bank_deposits_rate_paid,0.2,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670926000016/a1q26exhibit991.htm
SCHW,2026-Q1,net_interest_margin,2.88,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670926000016/a1q26exhibit991.htm
SCHW,2026-Q1,net_interest_revenue,3144,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000016/a1q26exhibit991.htm
SCHW,2026-Q2,avg_bank_deposits,246346,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm
SCHW,2026-Q2,avg_interest_earning_assets,444982,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm
SCHW,2026-Q2,bank_deposits_rate_paid,0.19,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm
SCHW,2026-Q2,net_interest_margin,3.0,pct_annualized,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm
SCHW,2026-Q2,net_interest_revenue,3357,USD_mn,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm
AXP,2018-Q3,net_interest_income,1961,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496219000081/q319exhibit992.htm
AXP,2018-Q3,net_interest_yield_on_cardmember_loans_oldbasis,10.8,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496219000081/q319exhibit992.htm
AXP,2018-Q4,net_interest_income,2032,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496219000081/q319exhibit992.htm
AXP,2018-Q4,net_interest_yield_on_cardmember_loans_oldbasis,10.7,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496219000081/q319exhibit992.htm
AXP,2019-Q1,net_interest_income,2059,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496219000081/q319exhibit992.htm
AXP,2019-Q1,net_interest_yield_on_cardmember_loans_oldbasis,11.1,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496220000051/q120exhibit992.htm
AXP,2019-Q2,net_interest_income,2074,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496219000081/q319exhibit992.htm
AXP,2019-Q2,net_interest_yield_on_cardmember_loans_oldbasis,10.9,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496220000076/q220exhibit992.htm
AXP,2019-Q3,net_interest_income,2203,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496219000081/q319exhibit992.htm
AXP,2019-Q3,net_interest_yield_on_cardmember_loans_oldbasis,11.2,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496220000094/q320exhibit992.htm
AXP,2019-Q4,net_interest_income,2284,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496220000013/q419exhibit992.htm
AXP,2019-Q4,net_interest_yield_on_cardmember_loans_oldbasis,11.3,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496220000013/q419exhibit992.htm
AXP,2020-Q1,net_interest_income,2330,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496220000051/q120exhibit992.htm
AXP,2020-Q1,net_interest_yield_on_cardmember_loans_oldbasis,11.9,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496220000051/q120exhibit992.htm
AXP,2020-Q2,net_interest_income,1884,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496220000076/q220exhibit992.htm
AXP,2020-Q2,net_interest_yield_on_cardmember_loans_oldbasis,11.6,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496220000076/q220exhibit992.htm
AXP,2020-Q3,net_interest_income,1874,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496220000094/q320exhibit992.htm
AXP,2020-Q3,net_interest_yield_on_cardmember_loans_oldbasis,11.6,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496220000094/q320exhibit992.htm
AXP,2020-Q4,net_interest_income,1897,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496221000006/q420exhibit992.htm
AXP,2020-Q4,net_interest_yield_on_cardmember_loans_oldbasis,11.4,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496221000006/q420exhibit992.htm
AXP,2021-Q1,net_interest_income,1830,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496221000026/q121exhibit992.htm
AXP,2021-Q1,net_interest_yield_on_cardmember_loans_oldbasis,11.3,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496221000026/q121exhibit992.htm
AXP,2021-Q2,net_interest_income,1818,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496221000040/q221exhibit992.htm
AXP,2021-Q2,net_interest_yield_on_cardmember_loans_oldbasis,10.6,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496221000040/q221exhibit992.htm
AXP,2021-Q3,net_interest_income,1994,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496221000058/q321exhibit992.htm
AXP,2021-Q3,net_interest_yield_on_cardmember_loans_oldbasis,10.8,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496221000058/q321exhibit992.htm
AXP,2021-Q4,net_interest_income,2108,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496222000004/q421exhibit992.htm
AXP,2021-Q4,net_interest_yield_on_cardmember_loans_oldbasis,10.3,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496222000004/q421exhibit992.htm
AXP,2022-Q1,net_interest_income,2199,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496222000025/q122exhibit992.htm
AXP,2022-Q1,net_interest_yield_on_cardmember_loans_oldbasis,10.5,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496222000025/q122exhibit992.htm
AXP,2022-Q2,net_interest_income,2360,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496222000039/q222exhibit992.htm
AXP,2022-Q2,net_interest_yield_on_cardmember_loans_oldbasis,10.4,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496222000039/q222exhibit992.htm
AXP,2022-Q3,net_interest_income,2578,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496222000053/q322exhibit992.htm
AXP,2022-Q3,net_interest_yield_on_cardmember_loans_oldbasis,10.8,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496222000053/q322exhibit992.htm
AXP,2022-Q4,net_interest_income,2758,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496223000004/q422exhibit992.htm
AXP,2022-Q4,net_interest_yield_on_cardmember_loans_oldbasis,10.8,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496223000004/q422exhibit992.htm
AXP,2023-Q1,net_interest_income,2983,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496223000015/q123exhibit992.htm
AXP,2023-Q1,net_interest_yield_on_cardmember_loans_oldbasis,11.3,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496223000015/q123exhibit992.htm
AXP,2023-Q2,avg_cardmember_loans_incl_hfs,112414,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496224000051/q224exhibit992.htm
AXP,2023-Q2,net_interest_income,3105,USD_mn,https://www.sec.gov/Archives/edgar/data/4962/000000496223000027/q223exhibit992.htm
AXP,2023-Q2,net_interest_yield_on_cardmember_loans_oldbasis,11.2,pct_annualized,https://www.sec.gov/Archives/edgar/data/4962/000000496223000027/q223exhibit992.htm
CME,2013-Q2,rpc_agricultural,1.378,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
CME,2013-Q2,rpc_energy,1.26,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
CME,2013-Q2,rpc_equity_indexes,0.714,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
CME,2013-Q2,rpc_foreign_exchange,0.826,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
CME,2013-Q2,rpc_interest_rates,0.455,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
CME,2013-Q2,rpc_metals,1.613,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
CME,2013-Q2,rpc_total,0.748,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
CME,2013-Q3,rpc_agricultural,1.323,USD_per_contract,https://www.sec.gov/Archives/edgar/data/1156375/000115637514000069/exhibit99106302014.htm
