company,period,metric,value,unit,source_url
HKEX,2026-Q1,trading_fee_listed_rate_per_side,0.00565,pct_of_consideration,https://www.hkex.com.hk/Services/Rules-and-Forms-and-Fees/Fees/Securities-(Hong-Kong)/Trading/Transaction?sc_lang=en
HKEX,2026-Q1,trading_tariff_per_side,0.0,HKD_per_side_per_trade,https://www.hkex.com.hk/Services/Rules-and-Forms-and-Fees/Fees/Securities-(Hong-Kong)/Trading/Transaction?sc_lang=en
LPLA,2023-Q3,avg_total_client_cash_balance,47.5,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000136/a2024q3earningsrelease.htm
LPLA,2023-Q3,client_cash_net_yield,315,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000136/a2024q3earningsrelease.htm
LPLA,2023-Q3,client_cash_revenue,377782,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000136/a2024q3earningsrelease.htm
LPLA,2023-Q4,avg_total_client_cash_balance,46.4,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000006/a2024q4earningsrelease.htm
LPLA,2023-Q4,client_cash_net_yield,320,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000006/a2024q4earningsrelease.htm
LPLA,2023-Q4,client_cash_revenue,373979,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000006/a2024q4earningsrelease.htm
LPLA,2024-Q1,avg_total_client_cash_balance,46.2,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000050/a2024q1earningsrelease.htm
LPLA,2024-Q1,client_cash_net_yield,325,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000050/a2024q1earningsrelease.htm
LPLA,2024-Q1,client_cash_revenue,373408,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000050/a2024q1earningsrelease.htm
LPLA,2024-Q2,avg_total_client_cash_balance,44.7,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000103/a2024q2earningsrelease.htm
LPLA,2024-Q2,client_cash_net_yield,326,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000103/a2024q2earningsrelease.htm
LPLA,2024-Q2,client_cash_revenue,361316,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000103/a2024q2earningsrelease.htm
LPLA,2024-Q3,avg_total_client_cash_balance,44.2,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000136/a2024q3earningsrelease.htm
LPLA,2024-Q3,client_cash_net_yield,335,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000136/a2024q3earningsrelease.htm
LPLA,2024-Q3,client_cash_revenue,372333,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791124000136/a2024q3earningsrelease.htm
LPLA,2024-Q4,avg_total_client_cash_balance,49.7,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000006/a2024q4earningsrelease.htm
LPLA,2024-Q4,client_cash_net_yield,318,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000006/a2024q4earningsrelease.htm
LPLA,2024-Q4,client_cash_revenue,397001,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000006/a2024q4earningsrelease.htm
LPLA,2025-Q1,avg_total_client_cash_balance,52.2,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000060/a2025q1earningsrelease.htm
LPLA,2025-Q1,client_cash_net_yield,317,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000060/a2025q1earningsrelease.htm
LPLA,2025-Q1,client_cash_revenue,408224,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000060/a2025q1earningsrelease.htm
LPLA,2025-Q2,avg_ica_sweep_balance,34.4,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
LPLA,2025-Q2,avg_total_client_cash_balance,50.8,USD_bn,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000119/a2025q2earningsrelease.htm
LPLA,2025-Q2,client_cash_net_yield,326,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000119/a2025q2earningsrelease.htm
LPLA,2025-Q2,client_cash_revenue,413516,USD_k,https://www.sec.gov/Archives/edgar/data/1397911/000139791125000119/a2025q2earningsrelease.htm
LPLA,2025-Q2,ica_sweep_net_yield,342,bp_annualized,https://www.sec.gov/Archives/edgar/data/1397911/000162828026051046/a2026q2earningsrelease.htm
