month,lse_orderbook_value_gbp_m,lse_orderbook_trades_count,lse_orderbook_adv_gbp_m,lse_orderbook_avg_daily_trades_count,lse_trading_days_count,turquoise_integrated_value_gbp_m,turquoise_integrated_trades_count,turquoise_integrated_adv_gbp_m,turquoise_integrated_avg_daily_trades_count,turquoise_dark_value_gbp_m,turquoise_dark_trades_count,turquoise_dark_adv_gbp_m,turquoise_dark_avg_daily_trades_count,turquoise_trading_days_count,lse_lit_uk_share_pct,turquoise_paneuropean_share_pct,gbp_eur_rate,mm_companies_eop_count,mm_companies_uk_eop_count,mm_companies_intl_eop_count,mm_marketcap_eop_gbp_mn,mm_marketcap_uk_eop_gbp_mn,mm_marketcap_intl_eop_gbp_mn,mm_new_issues_count,mm_new_issues_uk_count,mm_new_issues_intl_count,mm_cancellations_count,mm_further_issues_count,mm_money_raised_new_gbp_mn,mm_money_raised_further_gbp_mn,aim_companies_eop_count,aim_companies_uk_eop_count,aim_companies_intl_eop_count,aim_marketcap_eop_gbp_mn,aim_new_issues_count,aim_new_issues_uk_count,aim_new_issues_intl_count,aim_cancellations_count,aim_further_issues_count,aim_money_raised_new_gbp_mn,aim_money_raised_further_gbp_mn,tradeweb_volume_total_usd_tn,tradeweb_adv_total_usd_bn,tradeweb_adv_rates_usd_bn,tradeweb_adv_rates_cash_usd_bn,tradeweb_adv_rates_derivatives_usd_bn,tradeweb_adv_us_govt_bonds_usd_bn,tradeweb_adv_eu_govt_bonds_usd_bn,tradeweb_adv_mortgages_usd_bn,tradeweb_adv_other_govt_bonds_usd_bn,tradeweb_adv_swaps_swaptions_ge_1y_usd_bn,tradeweb_adv_swaps_swaptions_lt_1y_usd_bn,tradeweb_adv_credit_usd_bn,tradeweb_adv_credit_cash_usd_bn,tradeweb_adv_credit_derivatives_usd_bn,tradeweb_adv_us_hg_fully_electronic_usd_bn,tradeweb_adv_us_hy_fully_electronic_usd_bn,tradeweb_adv_european_credit_usd_bn,tradeweb_adv_municipal_bonds_usd_bn,tradeweb_adv_equities_usd_bn,tradeweb_adv_equities_cash_usd_bn,tradeweb_adv_equities_derivatives_usd_bn,tradeweb_adv_us_etf_usd_bn,tradeweb_adv_intl_etf_usd_bn,tradeweb_adv_money_markets_usd_bn,tradeweb_adv_repo_usd_bn,tradeweb_adv_other_money_markets_usd_bn,tradeweb_trading_days_blended,swapclear_notional_registered_usd_tn,swapclear_client_notional_registered_usd_tn,swapclear_trades_registered_count,swapclear_client_trades_registered_count,swapclear_notional_outstanding_eom_usd_tn,swapclear_client_notional_outstanding_eom_usd_tn,swapclear_trades_outstanding_eom_count,swapclear_client_trades_outstanding_eom_count,forexclear_notional_registered_usd_tn,forexclear_trades_registered_count,forexclear_notional_outstanding_eom_usd_tn,forexclear_trades_outstanding_eom_count,repoclear_ltd_nominal_value_eur_tn,repoclear_sa_nominal_value_eur_tn,repoclear_ltd_cash_value_eur_tn,repoclear_sa_cash_value_eur_tn,repoclear_ltd_cleared_trade_sides_count,repoclear_sa_cleared_trade_sides_count
2022-02,110299,21342183,5515,1067109,20,22195,13192042,1110,659602,21511,2550152,1076,127508,20,69.4,4.4,1.1935,1125,921,204,3771601.899013,2585020.155745,1186581.743268,2,1,1,4,60,118.105,522.07947495,846,729,117,124981.677386,7,5,2,6,113,57.68317586,68.91511372,22.597428,1174.298,753.876,385.374,368.503,153.806,42.022,184.509,5.036,212.371,154.865,27.563,10.737,16.826,3.27,0.724,2.097,0.251,22.059,13.052,9.007,9.401,3.651,370.8,352.349,18.451,19.24,,,,,,,,,,,,,,,,,,
2022-03,137216,26652344,5966,1158798,23,27198,16378748,1183,712119,26367,3300026,1146,143479,23,69.1,4.3,1.1956,1130,926,204,3770241.519934,2605056.12581,1165185.394124,10,9,1,6,69,191.5216466,637.85948626,844,728,116,125679.093209,2,2,0,4,127,14.1000015,214.37873751,28.191769,1225.729,779.641,378.145,401.496,148.626,37.923,185.914,5.682,249.633,150.623,46.467,11.203,35.263,3.022,0.723,2.125,0.268,20.46,12.024,8.436,8.27,3.754,379.162,361.347,17.814,23,,,,,,,,,,,,,,,,,,
2022-04,90605,17385424,4769,915022,19,18311,11051030,964,581633,17327,1979894,912,104205,19,68.7,4.5,1.1954,1134,929,205,3745203.251492,2595900.113847,1149303.137645,6,5,1,3,101,197.2926671,1046.62607949,842,727,115,122506.641884,1,1,0,3,142,0,337.63957315,21.628943,1094.923,659.899,356.017,303.882,135.886,33.551,181.433,5.148,195.425,107.147,26.805,10.752,16.053,3.248,0.729,1.933,0.384,14.882,9.068,5.814,6.381,2.687,393.337,375.317,18.019,19.75,,,,,,,,,,,,,,,,,,
2022-05,106495,20248991,5071,964238,21,21184,12945237,963,588420,19394,1986024,882,90274,22,68.1,4.4,1.1774,1132,929,203,3736798.268973,2593379.150564,1143419.118409,3,3,0,5,62,5.00000002,989.09153589,840,726,114,116771.571286,1,1,0,3,141,6,139.86532236,24.900881,1186.835,704.148,326.881,377.268,135.968,35.708,150.321,4.884,214.878,161.012,27.325,10.448,16.876,3.465,0.623,1.743,0.415,17.319,10.402,6.916,7.649,2.753,438.044,420.287,17.757,20.98,,,,,,,,,,,,,,,,,,
2022-06,97435,17745088,4872,887254,20,19442,11366819,884,516674,17194,1678599,782,76300,22,67.6,4.4,1.1675,1119,922,197,3551874.112712,2430840.496038,1121033.616674,1,0,1,13,38,0,865.78123704,835,721,114,105326.935847,1,1,0,6,114,0,145.21117453,26.090795,1241.528,758.68,341.724,416.957,124.139,36.88,174.665,6.039,250.96,164.46,25.926,9.448,16.478,3.066,0.608,1.627,0.383,17.822,10.32,7.503,7.535,2.784,439.099,419.9,19.198,21.02,,,,,,,,,,,,,,,,,,
2022-07,84188,17022172,4009,810580,21,17340,9071672,826,431984,15889,1360756,757,64798,21,66.3,4.5,1.1758,1118,921,197,3689207.644885,2543793.513962,1145414.130923,9,7,2,10,54,548.66825437,598.19852059,833,719,114,106375.374332,2,2,0,4,119,11.01,161.00443965,22.028349,1088.687,636.153,322.305,313.848,117.382,31.466,169.199,4.258,184.895,127.198,21.444,9.164,12.281,3.101,0.466,1.394,0.333,15.619,9.018,6.601,6.051,2.967,415.47,397.28,18.19,20.23,,,,,,,,,,,,,,,,,,
2022-08,77468,14501232,3521,659147,22,15985,8944152,695,388876,16014,1560039,696,67828,23,66,4.7,1.1839,1111,918,193,3612995.386652,2464017.042165,1148978.344487,0,0,0,6,58,0,120.84941221,831,717,114,102885.79298,0,0,0,2,123,0,168.69495968,23.410838,1018.455,596.282,312.82,283.462,124.201,27.522,157.131,3.965,169.404,112.374,19.843,8.467,11.376,3.03,0.437,1.056,0.345,14.322,7.46,6.862,5.298,2.162,388.008,369.519,18.489,22.99,,,,,,,,,,,,,,,,,,
2022-09,99906,17933514,4757,853977,21,21018,11942286,955,542831,19606,1948589,891,88572,22,64.4,4.9,1.1451,1109,917,192,3487817.508855,2295975.669411,1191841.839444,6,6,0,8,43,16.895,805.90587252,827,713,114,92998.996292,1,1,0,5,92,8.00000016,45.14946688,25.117377,1196.95,731.457,338.475,392.983,129.277,41.606,162.127,5.464,257.934,133.138,47.346,10.342,37.004,3.764,0.488,1.753,0.385,17.618,10.049,7.569,7.633,2.416,400.529,381.153,19.376,20.98,,,,,,,,,,,,,,,,,,
2022-10,82172,16292175,3913,775818,21,21141,12754810,1007,607372,15602,1603582,743,76361,21,62.4,4.9,1.1468,1111,917,194,3511876.286473,2351452.411922,1160423.874551,7,3,4,4,50,117.96279017,76.0810126,827,714,113,93188.791945,1,1,0,1,114,19.9999998,369.95066612,21.333377,1052.638,615.671,342.069,273.602,128.129,37.767,170.873,5.301,209.585,62.469,26.944,11.084,15.86,3.834,0.643,1.676,0.463,16.878,9.724,7.154,7.662,2.062,393.146,373.273,19.872,20.27,,,,,,,,,,,,,,,,,,
2022-11,88518,15956655,4024,725303,22,24116,13378755,1096,608125,17237,1719059,783,78139,22,63.7,4.9,1.1507,1105,913,192,3677400.500379,2515670.076821,1161730.423558,3,2,1,9,55,263.015,505.77294118,825,712,113,97928.851691,0,0,0,2,111,0,165.25710414,23.173116,1131.354,679.162,337.363,341.799,136.953,34.307,161.264,4.838,208.602,131.356,21.875,11.21,10.665,3.999,0.637,1.776,0.476,17.184,9.056,8.128,6.712,2.344,413.132,395.57,17.563,20.48,,,,,,,,,,,,,,,,,,
2022-12,74554,11905746,3728,595287,20,20220,10587224,963,504154,13318,1457609,634,69410,21,66.2,5,1.1507,,,,,,,,,,,,,,816,705,111,93207.44446,2,2,0,12,117,3.67363658,88.5676706,21.244065,1022.235,593.35,276.621,316.729,114.071,27.518,130.567,4.465,186.804,128.342,16.094,8.179,7.915,3.094,0.47,1.297,0.437,17.668,10.011,7.657,7.569,2.442,395.123,379.028,16.095,20.78,,,,,,,,,,,,,,,,,,
2023-01,77520,13311986,3691,633904,21,26702,12966700,1214,589395,17806,1704500,809,77477,22,62.8,5.6,1.1332,1101,910,191,3724732.487481,2564521.762858,1160210.724623,2,2,0,7,39,3.67749999,22.2258863,813,702,111,96926.698809,1,0,1,4,108,2.395,67.85396086,23.219274,1146.885,674.69,361.074,313.616,136.123,42.325,177.112,5.514,192.341,119.562,21.616,12.035,9.581,4.348,0.574,2.169,0.318,18.18,10.05,8.13,7.11,2.939,432.399,416.789,15.61,20.25,,,,,,,,,,,,,,,,,,
2023-02,78877,12231836,3944,611592,20,27104,12923216,1355,646161,16340,1424644,817,71232,20,63.7,5.2,1.1287,1097,908,189,3726894.154436,2585750.077277,1141144.077159,1,1,0,5,56,60.23438545,665.84909765,810,699,111,95689.05495,1,1,0,4,91,2.99999998,152.31216576,27.445985,1426.21,959.018,361.29,597.728,144.332,43.238,167.694,6.027,304.173,292.155,22.383,11.861,10.522,4.326,0.808,2.191,0.337,18.599,10.01,8.589,7.248,2.762,426.209,411.31,14.899,19.24,,,,,,,,,,,,,,,,,,
2023-03,102439,15762704,4454,685335,23,31991,14413829,1391,626688,18452,1568956,802,68215,23,65.7,4.9,1.1344,1092,905,187,3599595.30217,2487869.712094,1111725.590076,0,0,0,4,58,0,667.76832635,807,696,111,90292.456657,1,1,0,4,99,12.75,159.11576549,34.722415,1510.618,974.342,365.284,609.058,150.869,42.396,166.43,5.589,355.017,252.436,50.171,10.723,39.448,3.788,0.649,1.808,0.285,21.481,11.27,10.212,8.486,2.783,464.623,446.685,17.938,22.99,,,,,,,,,,,,,,,,,,
2023-04,65871,9919075,3660,551060,18,20102,8755085,1117,486394,12190,1095073,677,60837,18,67,4.9,1.1356,1091,906,185,3659847.276739,2559816.476416,1100030.800323,4,4,0,5,88,8.75075082,424.83663471,805,693,112,91933.913393,4,3,1,6,106,19.36254957,137.45249073,22.30156,1145.868,664.074,314.679,349.395,120.227,36.8,152.961,4.69,217.323,130.877,19.274,10.015,9.259,3.571,0.529,1.945,0.287,16.788,8.593,8.195,6.234,2.359,445.732,428.992,16.74,19.46,,,,,,,,,,,,,,,,,,
2023-05,79165,11060892,3958,553045,20,21769,9670652,990,439575,13105,1113450,596,50611,22,67.5,4.7,1.1479,1086,904,182,3504866.86278,2423400.038054,1081466.824726,4,3,1,9,56,466.81292416,317.44310733,800,688,112,84831.74,1,1,0,6,96,1.98199966,124.03607527,29.394688,1353.505,825.369,358.032,467.337,144.274,41.585,166.556,5.617,315.85,149.9,19.048,10.79,8.258,3.939,0.552,1.926,0.321,18.75,9.59,9.16,7.229,2.361,490.338,470.018,20.32,21.72,,,,,,,,,,,,,,,,,,
2023-06,83741,11749009,3806,534046,22,20609,9714685,937,441577,12988,1037634,590,47165,22,69,4.6,1.1643,1087,907,180,3448222.786503,2435896.704214,1012326.082289,5,5,0,4,46,8.85230521,676.73561555,792,681,111,81429.2,1,1,0,9,135,2.72047215,234.42629049,29.2843,1376.153,821.217,358.783,462.434,139.737,43.029,169.912,6.105,280.438,180.538,18.703,11.036,7.667,4.361,0.621,2.001,0.314,22.302,11.444,10.858,9.069,2.375,513.931,496.121,17.811,21.28,,,,,,,,,,,,,,,,,,
2023-07,66325,10562822,3158,502992,21,18442,8439014,878,401858,11690,939893,557,44757,21,66.9,4.8,1.1647,1084,906,178,3530583.562579,2492773.498029,1037810.06455,2,1,1,5,44,403.14866145,355.66250518,788,678,110,85686.28,1,1,0,5,101,2.2,155.81524202,25.615641,1266.58,712.156,350.665,361.491,139.854,36.865,167.353,6.593,253.111,106.936,19.491,11.981,7.51,4.268,0.557,1.918,0.298,20.365,10.244,10.121,8.105,2.139,514.569,496.251,18.317,20.22,,,,,,,,,,,,,,,,,,
2023-08,66800,10962927,3036,498315,22,16704,7888318,726,342970,10572,885863,460,38516,23,67.9,4.4,1.1642,1077,900,177,3439795.886285,2405112.969467,1034682.916818,2,2,0,9,47,0,257.02885203,786,676,110,81254.494928,1,1,0,3,100,5.99924,61.21421412,33.036113,1437.644,891.702,355.818,535.884,142.737,32.914,174.387,5.78,381.825,151.651,20.961,13.052,7.909,4.18,0.642,1.569,0.345,17.494,8.686,8.808,6.782,1.904,507.487,491.868,15.62,22.98,,,,,,,,,,,,,,,,,,
2023-09,80078,10975269,3813,522632,21,16155,7506699,769,357462,12112,924614,577,44029,21,70.6,4.2,1.1609,1075,898,177,3524034.086467,2447001.861273,1077032.225194,1,0,1,3,34,0,307.18246001,778,671,107,79457.96,1,1,0,9,92,4.592906,73.61380282,31.78316,1565.313,949.217,378.312,570.904,145.318,42.387,181.575,9.033,332.853,235.013,50.531,13.936,36.595,4.244,0.629,2.148,0.357,19.121,9.604,9.517,7.412,2.192,546.445,529.591,16.853,20.3,,,,,,,,,,,,,,,,,,
2023-10,77980,12364058,3545,562003,22,18234,8076703,829,367123,14270,962733,649,43761,22,67.7,4.5,1.1526,1070,894,176,3386367.720748,2337175.452797,1049192.267951,0,0,0,6,45,0,1208.85274681,769,664,105,72348,0,0,0,9,102,0,191.47226884,37.193537,1749.776,1158.481,409.549,748.932,163.661,42.305,193.837,9.745,459.535,285.59,26.418,14.361,12.057,4.921,0.687,2.136,0.472,19.804,9.726,10.079,7.166,2.559,545.073,527.223,17.85,21.26,,,,,,,,,,,,,,,,,,
2023-11,79941,12183448,3634,553793,22,17033,7806999,774,354864,11990,856011,545,38910,22,68.7,4,1.1482,1065,890,175,3398173.819879,2397200.984491,1000972.835388,2,1,1,7,42,1.80767902,1451.3620942,760,657,103,74543.7,0,0,0,9,83,0,81.55932197,38.225945,1799.599,1201.307,406.897,794.41,163.699,44.76,188.217,10.221,577.137,213.72,25.784,15.954,9.83,5.414,0.72,2.303,0.475,20.504,9.599,10.905,7.017,2.582,552.004,534.722,17.282,21.24,,,,,,,,,,,,,,,,,,
2023-12,69769,10834387,3672,570231,19,15061,6728425,793,354128,8786,716892,462,37731,19,69.6,3.8,1.1604,1057,886,171,3455533.450217,2505035.714693,950497.735524,0,0,0,9,49,0,310.73385847,753,652,101,78958.199286,3,3,0,10,120,2,108.48074752,28.94865,1464.678,888.967,375.734,513.233,159.512,33.447,175.08,7.694,334.848,175.38,20.024,12.5,7.524,5.064,0.515,1.637,0.414,30.852,14.071,16.781,10.918,3.153,524.835,508.733,16.102,19.76,,,,,,,,,,,,,,,,,,
2024-01,74998,12330206,3409,560464,22,17410,7889674,791,358622,11702,832187,532,37827,22,68.3,4,1.1636,1048,881,167,3424787.141887,2455617.466629,969169.675258,0,0,0,10,67,0,75.2771967,744,643,101,77722.864379,2,1,1,11,103,199.99999973,71.56925893,42.786639,2027.497,1409.489,482.65,926.839,203.073,50.136,219.481,9.96,590.678,328.362,27.262,17.599,9.664,6.387,0.774,2.515,0.322,26.057,12.661,13.397,10.084,2.577,564.688,546.24,18.448,21.1,,,,,,,,,,,,,,,,,,
2024-02,79945,11831254,3807,563393,21,17688,7740356,842,368588,12123,807962,577,38474,21,68.5,3.9,1.1704,1042,877,165,3584071.414384,2448373.274257,1135698.140127,1,0,1,7,46,302.22601664,164.99665213,742,641,101,76126.621911,2,2,0,4,92,5.14500768,84.22477889,37.875628,1868.931,1247.721,458.144,789.577,207.816,50.98,188.131,11.218,502.302,276.005,25.024,16.932,8.092,6.97,0.753,2.294,0.322,26.994,11.699,15.295,8.744,2.955,569.192,550.309,18.882,20.27,,,,,,,,,,,,,,,,,,
2024-03,89911,13149884,4496,657494,20,18825,8266277,941,413314,11421,846586,571,42329,20,70.7,2.7,1.1692,1036,872,164,3739173.753203,2550230.992081,1188942.761122,1,1,0,7,58,3.227712,1029.99557375,738,637,101,76607.896728,0,0,0,4,100,0,100.40382791,36.223897,1811.039,1132.017,457.057,674.96,191.7,49.663,203.873,11.821,408.965,258.388,53.122,17.6,35.522,6.802,0.716,2.761,0.325,29.398,13.484,15.914,10.471,3.013,596.502,576.268,20.234,20,,,,,,,,,,,,,,,,,,
2024-04,92274,13861415,4394,660067,21,19662,8394823,936,399753,12532,980073,597,46670,21,69.5,4.8,1.1674,1034,869,165,3744100.946306,2600016.768182,1144084.178124,2,1,1,5,83,3.04499402,325.0817844,730,630,100,76595.977226,2,2,0,10,115,13.962089,85.12182092,41.904402,1937.121,1263.217,467.339,795.878,205.285,45.59,206.138,10.326,475.675,312.518,32.924,17.643,15.28,7.302,0.758,2.321,0.347,22.77,10.627,12.143,7.786,2.841,618.21,598.217,19.993,21.63,,,,,,,,,,,,,,,,,,
2024-05,101501,12873319,4833,613015,21,17255,7882969,750,342738,12165,1067365,529,46407,23,72,3.7,1.1686,1028,863,165,3777309.533427,2641404.57897,1135904.954457,1,1,0,6,63,0,7368.86198183,722,623,99,79286.990967,3,2,1,11,106,1.32273561,106.87805047,41.663223,1895.203,1225.543,440.853,784.69,192.518,41.406,197.125,9.803,484.222,288.482,25.067,16.338,8.729,5.832,0.792,2.235,0.357,18.687,8.448,10.239,6.12,2.328,625.906,605.141,20.765,21.98,,,,,,,,,,,,,,,,,,
2024-06,94012,11713803,4701,585690,20,17899,8173789,895,408689,11905,1277907,595,63895,20,73.7,4,1.181,1022,860,162,3690737.290191,2595265.492168,1095471.798023,3,3,0,9,40,31.4400016,179.43808731,718,619,99,76530.72716,1,0,1,5,111,19.50025176,134.44747372,37.477168,1938.318,1263.248,481.093,782.155,210.702,50.535,208.865,10.992,437.345,336.083,31.266,16.548,14.718,6.316,0.763,2.515,0.41,22.472,10.87,11.602,8.06,2.81,621.333,599.238,22.095,19.33,,,,,,,,,,,,,,,,,,
2024-07,89482,12587179,3891,547269,23,19932,8929067,867,388220,13668,1545740,594,67206,23,69.9,4.5,1.1857,1014,853,161,3686869.625599,2680864.131545,1006005.494054,3,2,1,9,56,19.83276,798.91089638,713,617,96,78556.938792,2,2,0,7,121,53.99999999,65.7079886,40.474257,1817.399,1126.748,455.251,671.497,206.128,42.932,196.793,9.397,351.477,311.705,26.536,15.722,10.813,5.865,0.826,2.12,0.363,22.532,10.303,12.228,7.965,2.339,641.584,621.769,19.815,22.27,,,,,,,,,,,,,,,,,,
2024-08,82851,11768878,3945,560423,21,17600,8032632,800,365120,11337,1686558,515,76662,22,69.7,4.3,1.1749,1006,846,160,3660499.742777,2634512.351534,1025987.391243,2,1,1,11,32,0,6.76535839,704,610,94,76117.725424,1,1,0,10,92,0.49147193,78.1243197,50.939169,2212.145,1233.39,506.113,727.277,228.207,36.805,230.684,10.416,402.274,313.52,31.839,13.208,18.632,5.789,0.65,1.437,0.392,21.091,9.975,11.116,7.245,2.73,925.825,643.525,282.299,23.03,,,,,,,,,3.3786610954582796,771555,5.16252552315062,963739,,,,,,
2024-09,92147,11987830,4388,570849,21,18202,8264255,867,393536,13732,1716918,654,81758,21,70.3,4.2,1.1899,1000,841,159,3622253.561203,2592001.373674,1030252.187529,2,1,1,8,24,42.13012428,54.26774746,695,601,94,71912.637639,1,1,0,10,56,0,82.00502595,56.107789,2634.362,1554.064,531.333,1022.731,232.196,49.45,240.172,9.514,576.312,438.558,71.715,16.86,54.855,7.797,0.852,2.748,0.385,25.019,10.679,14.34,7.614,3.065,983.563,681.048,302.515,21.3,,,,,,,,,3.33646649447464,676768,4.6098327679614,769825,,,,,,
2024-10,94904,14118895,4126,613865,23,20103,9643430,874,419280,14173,1585788,616,68947,23,68.7,4.3,1.1978,993,836,157,3555903.399706,2532062.745649,1023840.654057,3,2,1,8,58,2.65,554.960396,693,599,94,70049.521161,2,1,1,4,106,5.62499981,371.84921088,54.664897,2346.775,1326.142,532.809,793.333,220.802,53.431,248.555,10.02,416.552,370.157,29.364,15.735,13.629,6.664,0.789,2.512,0.394,17.945,9.364,8.58,6.524,2.841,973.324,678.388,294.936,23.29,,,,,,,,,3.3595129418502903,659341,4.95195199976675,802586,,,,,,
2024-11,98104,14143437,4672,673497,21,19202,9629094,914,458528,12612,1485252,601,70726,21,70,4,1.199,987,833,154,3490128.984077,2575841.483533,914287.500544,0,0,0,8,45,0,3805.49224581,688,593,95,69619.981636,2,1,1,7,83,15.36249974,177.94913936,48.813186,2349.58,1289.915,539.953,749.962,245.999,53.129,230.64,10.185,425.738,314.477,28.703,15.212,13.491,6.594,0.838,2.5,0.409,26.173,11.894,14.28,8.559,3.335,1004.788,702.453,302.336,20.78,,,,,,,,,3.22388534983053,628109,5.41999806962287,847883,,,,,,
2024-12,79633,11363576,3982,568179,20,15282,7948222,764,397411,9508,1139403,475,56970,20,70.5,3.7,1.2075,972,822,150,3446028.826088,2539810.840487,906217.985601,2,0,2,15,47,0,363.49923586,685,591,94,69010.402523,3,3,0,6,101,268.20232891,194.71431157,48.219173,2181.569,1144.927,454.299,690.628,210.187,36.422,200.26,7.43,410.418,274.78,23.949,13.263,10.686,6.205,0.758,1.781,0.461,27.244,12.749,14.496,9.401,3.348,985.448,681.349,304.099,22.1,,,,,,,,,3.04709919345136,565491,4.41010450383946,617699,,,,,,
2025-01,94393,14478582,4291,658117,22,22970,11203838,1044,509265,13900,1282528,632,58297,22,68.2,4.3,1.1927,967,816,151,3630541.778167,2665400.767281,965141.010886,1,0,1,6,39,1.50000006,65.45410349,680,587,93,68563.657803,0,0,0,5,94,0,94.02086665,54.558812,2439.249,1346.43,566.647,779.783,232.126,58.393,265.691,10.436,439.165,334.204,32.086,16.602,15.484,6.75,0.791,2.418,0.407,27.597,11.713,15.884,8.502,3.211,1033.136,730.62,302.515,22.37,,,,,,,,,3.90909556907521,741039,5.58019960510981,845237,,,,,,
2025-02,98856,13871314,4943,693566,20,26973,12770722,1349,638536,14649,1402503,732,70125,20,67.6,4.4,1.2026,968,816,152,3680403.774241,2678836.253138,1001567.521103,3,2,1,2,54,54,732.57473404,669,578,91,70192.614646,1,1,0,12,85,5.14999973,122.4411032,50.329175,2487.568,1416.864,549.307,867.558,252.173,57.439,227.721,11.974,503.369,352.338,32.023,18.461,13.562,7.738,0.927,2.857,0.408,23.261,11.328,11.934,7.679,3.648,1015.419,716.079,299.34,20.23,,,,,,,,,3.5108461130424597,695661,6.01059018407324,943255,,,,,,
2025-03,122095,16795121,5814,799768,21,33303,14973250,1586,713012,16576,1519848,789,72374,21,68.1,4.3,1.1957,963,811,152,3562607.910979,2599736.063717,962871.847262,2,2,0,7,62,11.11903056,236.22606567,663,572,91,63609.583771,3,2,1,9,97,10.90354617,133.30764324,59.637143,2713.89,1566.766,559.929,1006.837,249.262,63.394,235.155,12.117,591.978,408.979,80.922,19.741,61.182,8.504,1.029,3.147,0.425,28.601,14.204,14.397,10.119,4.085,1037.6,741.257,296.343,21.97,,,,,,,,,3.6932055882696,665794,5.52915750565938,755938,,,,,,
2025-04,114990,18322131,5749,916107,20,33970,15690869,1699,784543,14809,1510465,740,75523,20,65.9,4.2,1.1705,957,807,150,3523064.665237,2578267.303567,944797.36167,2,2,0,8,81,3.71921584,269.8421433,658,567,91,63476.900085,3,3,0,7,93,104.82397473,29.35393254,57.821579,2685.133,1565.423,593.5,971.922,290.431,58.87,232.159,12.041,523.811,437.347,48.671,19.106,29.565,7.527,1.285,2.747,0.55,35.678,17.967,17.711,12.669,5.299,1035.362,766.685,268.676,21.53,,,,,,,,,3.89745616047477,842842,6.15117366999763,985716,,,,,,
2025-05,94574,13240225,4729,662011,20,24937,11219687,1133,509986,12419,1329692,565,60441,22,67.4,4.1,1.1841,953,804,149,3623611.750968,2665354.251839,958257.499129,1,1,0,5,57,0,88.49334136,650,560,90,66370.41649,1,1,0,9,101,0.49999998,71.16890522,55.427119,2524.262,1417.918,527.644,890.274,236.033,50.768,230.237,10.607,492.002,387.549,35.145,18.131,17.014,7.251,1.056,2.427,0.494,23.117,12.093,11.024,8.775,3.319,1048.082,778.208,269.874,21.96,,,,,,,,,3.8760364851117,799450,6.5742872041205995,1010863,,,,,,
2025-06,94607,12635103,4505,601672,21,21804,9051478,1038,431023,12635,1220553,602,58122,21,68.6,4,1.1778,945,797,148,3621361.65227,2656834.677744,964526.974526,1,0,1,8,46,0,568.74205615,647,557,90,68353.271485,2,2,0,6,95,2,102.20261922,51.958209,2436.017,1345.935,516.789,829.146,223.602,55.593,226.458,11.136,494.923,327.523,29.416,17.425,11.991,7.109,0.99,2.523,0.495,23.763,10.964,12.798,7.71,3.254,1036.903,761.232,275.671,21.33,,,,,,,,,4.05833301935556,737911,6.24612191941586,887908,4.31,23.89,4.11,23.44,115842,1200586
2025-07,92796,13361913,4035,580953,23,25971,9982678,1129,434029,16178,1329610,703,57809,23,66.4,4.5,1.1563,942,794,148,3786450.139363,2757078.857258,1029371.282105,3,2,1,5,58,2.49999995,407.68485543,638,548,90,67801.303246,1,1,0,10,122,2.30000003,1277.63734645,55.045734,2374.577,1277.148,491.831,785.317,204.662,50.874,224.905,11.391,388.497,391.283,28.226,17.758,10.468,7.145,0.962,2.829,0.494,21.057,10.619,10.437,7.592,3.027,1048.146,777.261,270.885,23.18,,,,,,,,,4.1792612070747595,732477,6.284041089028849,907393,4.62,24.46,4.41,23.85,123858,1181058
2025-08,83103,11206270,4155,560314,20,22527,8421196,1073,401009,12259,970439,584,46211,21,67.7,4.4,1.1557,941,793,148,3839719.509902,2775538.428667,1064181.081235,2,2,0,3,40,0,211.87515275,634,544,90,66538.479912,4,4,0,8,77,2.801,48.2727706,54.100316,2461.174,1385.3,506.776,878.524,219.208,44.309,232.091,11.168,434.45,432.957,25.371,13.653,11.718,5.902,0.791,1.779,0.538,23.607,10.942,12.666,8.403,2.538,1026.896,750.331,276.565,21.98,142.89750957702,49.947192496599,1023829,403254,544.890697928807,122.308552701155,6701915,1363751,3.87151976981878,670761,6.56645047863042,933555,3.73,21.62,3.55,21.01,97972,1021598
2025-09,102817,13000438,4674,590929,22,23400,8522027,1064,387365,12476,1030045,567,46820,22,68.3,3.9,1.1509,936,788,148,3908406.963251,2822042.992204,1086363.971047,1,1,0,6,51,0,13.70676975,630,540,90,68056.663397,1,1,0,6,91,12,278.66265244,63.676213,2897.649,1711.712,606.555,1105.157,240.221,62.968,291.928,11.438,611.205,485.922,72.828,16.967,55.861,7.549,1.019,2.864,0.521,33.702,13.98,19.722,10.233,3.746,1079.407,811.709,267.697,21.98,200.914572595405,71.184264948063,1325272,509212,559.486802222824,126.508794114767,6830446,1362341,4.52215278091092,757038,6.25912049819108,854571,4.32,24.52,4.06,23.77,111616,1170884
