month,trading_days,adt_cash_total_jpytn,adt_cash_stocks_jpytn,adt_cash_dom_stocks_jpytn,adt_cash_etfreit_jpytn,val_cash_total_jpytn,val_cash_dom_stocks_jpytn,adv_cash_dom_shares_mn,vol_cash_dom_shares_mn,mktcap_eom_jpytn,deriv_trading_days,adv_deriv_total_lgeq_kcontracts,adv_deriv_fin_lgeq_kcontracts,adv_deriv_index_lgeq_kcontracts,adv_deriv_rates_lgeq_kcontracts,adv_deriv_cmdty_lgeq_kcontracts,adv_deriv_total_raw_kcontracts,adv_deriv_index_raw_kcontracts,adv_deriv_rates_raw_kcontracts,adv_deriv_cmdty_raw_kcontracts,adnv_deriv_total_jpytn,cmdty_proforma,adv_n225_futures_kcontracts,adv_n225_mini_kcontracts,adv_n225_micro_kcontracts,adv_n225_lgeq_kcontracts,adv_topix_futures_kcontracts,adv_minitopix_futures_kcontracts,adv_topix_lgeq_kcontracts,adv_n225_options_kcontracts,adv_n225_mini_options_kcontracts,adnv_n225_options_jpybn,adv_jgb10y_futures_kcontracts,adv_secoptions_kcontracts,oi_n225_futures_contracts,oi_n225_mini_contracts,oi_n225_micro_contracts,oi_topix_futures_contracts,oi_n225_options_contracts,oi_jgb10y_futures_contracts,ipo_public_offerings,ipo_funds_jpybn
2024-10,22,5.360783319,5.013354319,5.013222682,0.347429,117.937233,110.290899,2633.242436,57931.334,966.852551,22,328.058235,279.505517,238.870985,40.634532,48.552718,1491.273773,1387.406591,40.640545,63.226636,11.038495008,,47.078182,673.566273,492.096273,119.355772,49.730818,19.637136,51.694532,45.261955,41.641364,18.247327,29.537273,3.617455,224668,346578,98824,464750,1053080,177997,4,5.118
2024-11,20,5.780775749,5.441952299,5.441764649,0.33882345,115.615515,108.835293,2977.691875,59553.838,958.551668,20,344.123854,297.388079,249.353174,48.034905,46.735775,1521.98495,1407.5943,48.0399,66.35075,12.36361946,,47.06295,736.75405,447.38635,125.212219,54.78055,17.7843,56.55898,44.3352,40.27125,15.164165,36.34935,6.65335,248317,370372,132356,495445,1054014,175514,4,10.843
2024-12,21,5.196994629,4.876019772,4.875793772,0.320974857,109.136887,102.391669,2770.684386,58184.372,996.267277,21,468.646708,429.585665,361.503522,68.082143,39.061043,1537.03119,1416.799619,68.090286,52.141286,18.545464041,,71.758381,669.907048,401.757905,142.766665,122.161,20.680571,124.229057,44.977143,40.029905,14.125873,62.652905,5.947905,189933,295807,59404,452252,647959,159895,14,53.61
2025-01,19,5.549928431,5.191552641,5.191292588,0.358375789,105.44864,98.634559,2573.151242,48889.874,994.44593,19,354.651736,309.996336,271.906826,38.089511,44.6554,1659.099579,1562.820684,38.096,58.182895,12.501469621,,54.528789,813.790947,506.774684,140.975631,49.623737,17.725,51.396237,54.950211,45.380632,19.96537,35.506211,6.922158,191209,367012,74148,434323,737699,169592,0,0
2025-02,18,6.153562475,5.800704142,5.800420475,0.352858333,110.764125,104.407569,2998.997867,53981.962,957.793075,18,382.954068,337.480791,277.897541,59.58325,45.473278,1656.353278,1536.836056,59.595,59.922222,14.29921481,,53.309,791.733444,492.855722,137.410902,53.571444,18.275056,55.39895,57.883889,46.670778,16.484865,47.648278,8.762,225718,534700,140010,436848,772768,178130,4,2.849
2025-03,20,6.057912718,5.729443018,5.729212968,0.3284697,121.158254,114.584259,2824.48424,56489.685,947.316384,20,582.177356,538.645516,458.325791,80.319725,43.53184,2119.97965,1982.83315,80.3519,56.7946,21.668550579,,93.17895,959.773,596.58415,195.122092,146.06755,27.6994,148.83749,61.1639,50.1821,21.494652,69.30175,4.28315,215512,381661,93324,444661,716321,139520,10,11.244
2025-04,21,6.028482814,5.609853147,5.609664861,0.418629667,126.598139,117.802962,3073.074452,64534.563,953.18383,21,524.196392,461.286078,417.912744,43.373333,62.910314,2365.623524,2236.089286,43.387905,86.146333,15.402038018,,77.981571,1096.791238,758.742048,195.248116,85.326381,37.543381,89.080719,80.539714,51.245286,43.691812,40.261952,28.71581,230800,347900,111738,431018,870894,138576,3,2.465
2025-05,20,6.106583348,5.817878498,5.817263148,0.28870485,122.131667,116.345263,2984.774295,59695.486,996.783098,20,354.398743,303.293568,262.451888,40.84168,51.105175,1529.6291,1418.57135,40.89055,70.1672,11.388459067,,45.66335,683.6401,482.2708,118.850068,57.59245,18.5196,59.44441,54.46805,51.9196,21.632223,31.73235,8.10075,232982,385525,122985,450853,868403,146101,0,0
2025-06,21,5.896106093,5.603883902,5.603556188,0.29222219,123.818228,117.67468,2912.513581,61162.785,1012.608272,21,474.915423,420.112628,355.668332,64.444295,54.802795,1512.58481,1377.589524,64.504381,70.490905,17.062989746,,68.351429,606.861619,409.340857,133.130999,118.843381,24.957667,121.339148,52.080238,53.373762,16.193065,55.52381,8.00519,202196,298504,100805,390656,774417,148007,4,3.993
2025-07,22,5.993261066,5.70073052,5.700319929,0.292530545,131.851743,125.407038,3021.427632,66471.408,1042.315715,22,328.362557,287.547207,249.737839,37.809368,40.81535,1319.182273,1228.064409,38.357182,52.760682,10.568031564,,45.118545,573.077818,399.591136,106.422239,54.102909,21.724045,56.275314,59.279864,52.677409,20.017253,28.655409,11.740318,202206,348346,148001,378578,836278,163556,3,1.845
2025-08,20,6.828916693,6.502764843,6.502622443,0.32615185,136.578334,130.052449,3337.6408,66752.816,1088.579351,20,330.45431,295.13047,258.53008,36.60039,35.32384,1419.55015,1335.50275,38.5101,45.5373,11.031854156,,48.8524,585.54585,482.492,112.231905,61.6152,22.3715,63.85235,52.8973,57.97775,19.4021,26.22965,12.73925,217582,380790,204567,424785,827343,166989,1,7.747
2025-09,20,6.903445723,6.520624673,6.520376173,0.38282105,138.068914,130.407523,3303.96216,66079.243,1101.453224,20,542.782246,481.009266,404.381336,76.62793,61.77298,1751.9601,1595.62175,78.24235,78.096,21.017015678,,73.16475,668.917,512.9036,145.185486,140.588,27.11355,143.299355,57.9685,63.37595,22.011073,65.0518,16.0781,193426,289547,92576,485659,780763,161614,1,1.85
2025-10,22,8.424896857,7.887689221,7.887601221,0.537207636,185.347731,173.527227,3760.720891,82735.86,1168.675044,22,454.806855,373.7836,330.351419,43.432182,81.023255,1940.078545,1783.245273,44.820227,112.013045,15.359928407,,62.010364,749.817591,690.225955,143.894382,71.960045,35.619682,75.522014,65.312273,69.640682,33.27327,31.426409,26.107182,199474,316366,134247,468945,900925,170222,5,25.351
2025-11,18,8.593535866,8.124174921,8.12403131,0.469360944,154.683646,146.232564,3717.397783,66913.16,1182.751518,18,402.640888,359.555354,312.841893,46.713461,43.085533,2023.032722,1908.833333,47.788111,66.411278,15.24497005,,53.797833,805.224833,791.245444,142.232771,69.0615,29.820389,72.043539,57.188778,67.908611,30.66445,34.7325,22.416278,218895,336435,135879,475989,921419,189752,4,13.759
2025-12,22,6.503834984,6.142813939,6.14271203,0.361021045,143.08437,135.139665,3191.273327,70208.013,1192.648298,22,436.762034,390.494166,315.461939,75.032227,46.267868,1428.863409,1284.867136,77.189773,66.8065,19.042379118,,55.281682,485.694864,478.1925,108.633093,113.253136,25.884364,115.841573,38.236409,39.525909,22.645722,64.306909,14.446955,167030,282594,65433,408507,680712,172879,13,92.736
2026-01,19,8.567850162,8.054523531,8.054450794,0.513326632,162.789153,153.034565,3527.135095,67015.567,1246.628623,19,379.624192,314.396449,266.959281,47.437168,65.227742,1658.210158,1517.050158,48.615789,92.544211,15.368792149,,43.972632,583.907211,653.057579,108.893928,67.911421,36.953316,71.606753,44.081053,49.766,28.329109,43.030947,22.293684,183333,275784,90186,434593,758560,174907,0,0
2026-02,18,10.913989245,10.340719356,10.340310634,0.573269889,196.451806,186.125591,4004.158472,72074.852,1372.382436,18,408.815687,363.512748,318.363143,45.149606,45.302939,2015.981556,1907.857778,46.023556,62.100222,16.721758987,,52.370278,719.615389,862.352611,132.955343,68.8685,43.003833,73.168883,58.411444,54.898056,40.444477,40.747056,33.122389,209989,288329,108269,474861,816623,181292,2,13.242
2026-03,21,10.215679053,9.574048767,9.573935815,0.641630286,214.52926,201.052652,3965.627681,83278.181,1213.165267,21,607.699369,567.704374,485.882236,81.822138,39.994995,2724.186048,2580.903286,87.075524,56.207238,27.981152734,,91.526857,935.655571,1158.454524,196.67696,158.261095,53.138048,163.5749,58.292,64.707571,48.883414,79.301143,21.966714,191546,259056,102425,436005,740500,165502,3,8.284
2026-04,21,9.849880514,9.330160514,9.3300838,0.51972,206.847491,195.93176,3548.015133,74508.318,1293.455736,21,324.193861,302.023032,265.66337,36.359662,22.170829,1750.732714,1677.921762,37.154619,35.656333,13.961530909,,44.153429,593.641286,821.64181,111.733975,68.202762,20.763429,70.279105,49.374952,50.965286,33.497475,34.577714,16.365905,183706,281137,119287,435804,800830,183922,4,1.379
2026-05,18,13.288341009,12.729101454,12.728966787,0.559239556,239.190138,229.121402,4303.185178,77457.333,1376.658797,18,374.6442,349.896233,297.826228,52.070006,24.747967,1925.557278,1832.945278,53.062056,39.549944,16.992083561,,47.227889,675.730056,868.746667,123.488361,70.544,21.436111,72.687611,42.546667,52.900333,37.321854,45.314,40.5485,201110,257422,102584,482765,798320,199761,0,0
2026-06,22,14.084475877,13.365185286,13.36509165,0.719290591,309.858469,294.032016,3782.523677,83215.521,1384.750323,22,522.573789,499.676911,416.083957,83.592955,22.896877,2365.6535,2240.078591,88.650545,36.924364,26.96984528,,77.143091,792.8415,1039.955682,166.826798,133.027727,28.607227,135.88845,48.402864,61.260727,60.784858,75.193773,25.471364,178611,235305,84381,408960,765660,179884,2,0.281
2026-07,22,12.521091093,11.92719273,11.92711882,0.593898364,275.464004,262.396614,3696.556286,81324.238,1362.573525,22,378.820422,360.113572,309.426659,50.686914,18.70685,2206.201818,2124.915818,51.258455,30.027545,18.244232342,,54.743818,775.247273,1057.875409,142.8473,68.055045,23.6555,70.420595,42.777864,54.644455,44.242466,42.169955,38.526636,193476,271546,112372,372446,798547,191475,,
